date,bias,reason_for_entry,instrument,entry_price,stop_price,target_price,exit_price,r_result,equity_r,notes,WIN RATE:,0.49,equity_curve,month,win_flag,day_of_week
2025-10-03,neutral,"SMT divergence, HTF imbalance, IFVG, DOL (ATH)",NQ,25044.0,25010.0,25180.25,25113.6875,2.049632353,2.049632353,TP1 & TP2 hit,,,15.206112512000002,2025-10,1,Friday
2025-10-04,bullish,"SMT divergence, HTF imbalance, IFVG, DOL (ATH)",ES,6782.0,6776.75,6788.25,6788.25,1.19047619,1.19047619,good trade following system,,,16.396588702000003,2025-10,1,Saturday
2025-10-06,neutral,"SMT divergence, liquidity sweep, IFVG, DOL (unmitiged HTF imbalance) ",ES,6791.25,6795.25,6781.5,6784.25,1.75,1.75,TP1 & TP2 hit,,,18.146588702000003,2025-10,1,Monday
2025-10-07,bullish,"Bias, SMT of HTF imbalance, IFVG, DOL",NQ,25238.75,25220.0,25275.0,25220.0,-1.0,-1.0,systematic loss,,,17.146588702000003,2025-10,0,Tuesday
2025-10-08,bearish,"Bias, SMT divergence, HTF imbalance, IFVG, DOL (REL)",NQ,25066.0,25101.0,25026.25,25101.0,-1.0,-1.0,systematic loss,,,16.146588702000003,2025-10,0,Wednesday
2025-10-09,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (ATH)",ES,6801.75,6797.0,6812.25,6802.0,0.052631579,0.052631579,BE due to SMT of internal highs,,,16.199220281000002,2025-10,1,Thursday
2025-10-09,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (ATH)",ES,6805.25,6802.5,6809.5,6802.5,-1.0,-1.0,systematic loss,,,15.199220281000002,2025-10,0,Thursday
2025-10-10,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (unmitigated HTF imbalance)",NQ,25250.5,25228.75,25288.75,25228.75,-1.0,-1.0,systematic loss,,,14.199220281000002,2025-10,0,Friday
2025-10-15,neutral,"SMT divergence, LTF imbalance, IFVG, DOL (REL & unmitigated HTF imbalance)",NQ,24755.0,24816.25,24685.75,24816.25,-1.0,-1.0,systematic loss,,,13.199220281000002,2025-10,0,Wednesday
2025-10-15,bearish,"SMT divergence, LTF imbalance, IFVG, DOL (REL & unmitigated HTF imbalance)",NQ,24801.0,24831.5,24685.5,24800.75,0.008196721,0.008196721,BE due to reaction of imbalance,,,13.207417002000001,2025-10,1,Wednesday
2025-10-15,neutral,"SMT divergence, HTF imbalance, IFVG, DOL",NQ,24941.5,25003.5,24870.25,25003.5,-1.0,-1.0,systematic loss,,,12.207417002000001,2025-10,0,Wednesday
2025-10-16,neutral,"HTF imbalance, SMT divergence, IFVG, DOL (unmitigated imbalance)",ES,6729.0,6740.0,6717.0,6740.0,-1.0,-1.0,should have moved stops to BE as TP was a tick away,,,11.207417002000001,2025-10,0,Thursday
2025-10-17,neutral,"HTF imbalance, SMT divergence, IFVG, DOL (unmitigated imbalance)",ES,6736.0,6747.75,6717.25,6717.25,1.595744681,1.595744681,good trade following system,,,12.803161683,2025-10,1,Friday
2025-10-18,neutral,"HTF imbalance, SMT divergence, IFVG, DOL",NQ,24830.25,24748.5,24960.75,24960.75,1.596330275,1.596330275,good trade following system,,,14.399491958,2025-10,1,Saturday
2025-10-21,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (REH & ATH)",ES,6774.75,6772.0,6811.25,6772.0,-1.0,-1.0,systematic loss,,,13.399491958,2025-10,0,Tuesday
2025-10-22,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (REH & ATH)",ES,6773.0,6768.0,6812.0,6777.125,0.825,0.825,TP1 hit then stopped BE,,,14.224491958,2025-10,1,Wednesday
2025-10-23,neutral,"first present HTF imbalance, SMT divergence, liquidity sweep, IFVG, DOL (REH)",ES,6718.75,6687.25,6781.5,6781.5,1.992063492,1.992063492,good trade following system,,,15.21655545,2025-10,1,Thursday
2025-10-23,neutral,"first present HTF imbalance, SMT divergence, IFVG, DOL (REH)",ES,6735.5,6712.5,6781.5,6712.5,-1.0,-1.0,needed to wait for liquidity to be swept,,,13.224491958,2025-10,0,Thursday
2025-10-24,neutral,"SMT divergence of data highs, IFVG, DOL (data lows)",ES,6812.75,6829.25,6792.5,6829.25,-1.0,-1.0,systematic loss,,,14.21655545,2025-10,0,Friday
2025-10-25,neutral,"SMT divergence of data highs, IFVG, DOL ",ES,6831.25,6837.5,6810.25,6831.0,0.04,0.04,stopped out BE after internal lows were taken out ,,,14.256555449999999,2025-10,1,Saturday
2025-10-25,neutral,"SMT divergence of data highs, IFVG, DOL ",ES,6822.75,6837.5,6792.5,6837.5,-1.0,-1.0,trade now invailidated after data highs were taken out on both ES and NQ,,,13.256555449999999,2025-10,0,Saturday
2025-10-29,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (ATH)",NQ,26070.75,26051.75,26094.75,26051.75,-1.0,-1.0,systematic loss,,,12.256555449999999,2025-10,0,Wednesday
2025-10-29,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (ATH)",NQ,26040.25,26001.0,26094.5,26094.5,1.382165605,1.382165605,good trade following system,,,13.638721054999998,2025-10,1,Wednesday
2025-10-29,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL (REH)",NQ,26276.0,26254.75,26309.25,26299.5,1.105882353,1.105882353,closed early as ES took TP first ,,,14.744603407999998,2025-10,1,Wednesday
2025-11-01,neutral,"SMT divergence, IFVG, DOL (unmitiged HTF imbalance) ",ES,6878.25,6859.5,6899.5,6899.5,1.133333333,1.133333333,good trade following system,,,15.877936740999997,2025-11,1,Saturday
2025-11-01,neutral,"HTF imbalance, SMT divergence, IFVG, DOL ",NQ,25992.75,26094.0,25888.75,26094.0,-1.0,-1.0,systematic loss,,,14.877936740999997,2025-11,0,Saturday
2025-11-03,neutral,"HTF imbalance, SMT divergence, IFVG, DOL (ATH)",NQ,26163.5,26147.5,26182.0,26147.5,-1.0,-1.0,systematic loss,,,15.185629049,2025-11,0,Monday
2025-11-03,neutral,"SMT divergence, IFVG, DOL (unmitiged HTF imbalance) ",ES,6897.5,6900.75,6893.25,6893.25,1.307692308,1.307692308,good trade following system,,,16.185629049,2025-11,1,Monday
2025-11-05,neutral,"SMT divergence, IFVG, DOL (HTF imbalance)",ES,6812.25,6794.75,6838.0,6794.75,-1.0,-1.0,systematic loss,,,14.185629049,2025-11,0,Wednesday
2025-11-05,neutral,"SMT divergence, liquidity sweep, IFVG, DOL (unmitiged HTF imbalance) ",ES,6812.5,6794.75,6838.0,6794.75,-1.0,-1.0,systematic loss,,,13.185629049,2025-11,0,Wednesday
2025-11-06,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL",ES,6797.5,6789.0,6807.75,6807.75,1.205882353,1.205882353,good trade following system,,,14.391511401999999,2025-11,1,Thursday
2025-11-07,bullish,"Bias, SMT divergence, IVFG, DOL (imbalance)",ES,6814.25,6807.0,6843.5,6807.0,-1.0,-1.0,systematic loss,,,13.391511401999999,2025-11,0,Friday
2025-11-10,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL",ES,6817.5,6813.0,6823.5,6813.0,-1.0,-1.0,systematic loss,,,12.391511401999999,2025-11,0,Monday
2025-11-10,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL",NQ,25542.25,25520.0,25569.5,25520.0,-1.0,-1.0,wicked out,,,11.391511401999999,2025-11,0,Monday
2025-11-10,bullish,"Bias, HTF imbalance, SMT divergence, IFVG, DOL",NQ,25543.75,25528.0,25569.5,25528.0,-1.0,-1.0,systematic loss,,,10.391511401999999,2025-11,0,Monday
2025-11-12,neutral,"SMT divergence, IFVG, DOL (unmitiged HTF imbalance) ",NQ,25793.75,25805.5,25777.75,25777.75,1.361702128,1.361702128,good trade following system,,,10.753213529999998,2025-11,1,Wednesday
2025-11-12,bullish,"Bias, SMT divergence out of HTF imbalance, IFVG, DOL (REH)",ES,6896.5,6894.5,6900.5,6894.5,-1.0,-1.0,systematic loss,,,9.753213529999998,2025-11,0,Wednesday
2025-11-12,bullish,"Bias, SMT divergence out of HTF imbalance, IFVG, DOL (REH)",NQ,25801.75,25792.0,25830.0,25792.0,-1.0,-2.0,systematic loss,,,9.391511401999999,2025-11,0,Wednesday
2025-11-14,neutral,"SMT divergence, IFVG, DOL (HTF imbalance)",ES,6697.75,6688.25,6715.0,6688.25,-1.0,-5.0,systematic loss,,,6.753213529999998,2025-11,0,Friday
2025-11-14,neutral,"SMT divergence, IFVG, DOL (HTF imbalance)",NQ,24720.25,24833.5,24833.5,24833.5,-1.0,-6.0,systematic loss,,,5.753213529999998,2025-11,0,Friday
2025-11-14,neutral,"SMT divergence of NWOG, IFVG, DOL (REH)",ES,6796.75,6787.5,6809.25,6787.5,-1.0,-3.0,systematic loss,,,8.753213529999998,2025-11,0,Friday
2025-11-14,neutral,"SMT divergence of NWOG, IFVG, DOL (REH)",ES,6799.5,6791.5,6809.25,6791.5,-1.0,-4.0,systematic loss,,,7.753213529999998,2025-11,0,Friday
2025-11-18,beairsh,"Bias, SMT divergence, HTF imbalance, IFVG, DOL",ES,6746.25,6765.25,6726.5,6726.5,1.039473684,-4.960526316,good trade following system,,,6.792687213999998,2025-11,1,Tuesday
